User_ID,Age,Gender,Platform,Daily_Usage_Time_min,Posts_Per_Day,Likes_Received_Daily,Comments_Received_Daily,Messages_Sent_Daily,Scroll_Rate_ppm,Addiction_Level,Emotional_State_Post_Usage,Productivity_Loss_Score,Mental_Health_Index,FOMO_Score
1118,21.0,female,Instagram,5.0,0.0,407,65,112,15,Low,Inspired,3,76.0,3.0
1836,36.0,NON-BINARY,TikTok,309.0,10.0,270,73,56,11,Severe,Depressed,8,32.0,9.0
1513,58.0,Male,INSTAGRAM,167.0,14.0,38,17,105,76,High,ANXIOUS,6,35.0,6.0
1501,59.0,Female,TikTok,202.0,14.0,400,18,143,25,HIGH,ANXIOUS,8,48.0,7.0
1686,14.0,NON-BINARY,Instagram,264.0,10.0,51,25,93,51,high,Envious,8,56.0,8.0
1127,26.0,FEMALE,Facebook,44.0,1.0,0,87,59,60,Low,Calm,1,77.0,2.0
1117,41.0,M,INSTAGRAM,18.0,1.0,77,55,31,51,Low,Motivated,3,91.0,3.0
1474,52.0,female,INSTAGRAM,100.0,4.0,182,44,17,18,moderate,Neutral,4,58.0,5.0
1709,39.0,FEMALE,Pinterest,253.0,8.0,488,69,22,96,HIGH,ANXIOUS,6,53.0,7.0
1058,58.0,MALE,Snapchat,21.0,0.0,329,98,4,22,LOW,Calm,3,85.0,1.0
1690,22.0,F,Twitter,194.0,14.0,295,32,43,76,High,Envious,6,48.0,7.0
1930,14.0,F,LinkedIn,569.0,16.0,219,71,10,15,severe,DEPRESSED,8,37.0,9.0
1370,48.0,female,Twitter,72.0,5.0,273,12,22,73,Moderate,Neutral,4,59.0,5.0
1269,51.0,NON-BINARY,INSTAGRAM,137.0,2.0,270,2,64,91,Moderate,Bored,5,64.0,5.0
1047,58.0,Female,TikTok,16.0,2.0,108,29,117,67,low,Happy,3,94.0,3.0
1350,38.0,M,Snapchat,114.0,1.0,93,4,0,64,moderate,NEUTRAL,3,75.0,5.0
1196,42.0,Female,TIKTOK,58.0,0.0,456,5,109,110,Low,Calm,2,84.0,3.0
1337,44.0,FEMALE,Instagram,144.0,7.0,215,16,106,63,Moderate,Calm,4,75.0,3.0
1852,40.0,female,Facebook,440.0,19.0,349,12,134,76,severe,Anxious,9,32.0,9.0
1707,54.0,NON-BINARY,TIKTOK,162.0,12.0,163,63,135,68,high,ANXIOUS,8,36.0,7.0
1753,42.0,female,YOUTUBE,317.0,20.0,312,70,36,84,SEVERE,Stressed,8,40.0,8.0
1264,38.0,  Male  ,  TikTok  ,106.0,2.0,73,21,146,7,MODERATE,Calm,3,72.0,5.0
1444,37.0,Female,Facebook,78.0,4.0,242,32,40,58,MODERATE,NEUTRAL,4,55.0,3.0
1959,37.0,Female,TIKTOK,660.0,12.0,163,0,5,107,SEVERE,DEPRESSED,9,44.0,8.0
1305,54.0,M,YouTube,112.0,7.0,47,45,5,92,MODERATE,Calm,5,78.0,5.0
1342,42.0,Non-Binary,INSTAGRAM,71.0,6.0,25,54,83,63,Moderate,Calm,3,61.0,3.0
1614,29.0,female,Facebook,227.0,8.0,286,48,4,85,High,ANXIOUS,8,38.0,7.0
1987,,female,TikTok,,,153,50,97,20,SEVERE,Anxious,8,,
1150,50.0,MALE,Snapchat,26.0,2.0,411,27,102,28,Low,Inspired,3,81.0,1.0
1125,17.0,Male,Facebook,38.0,1.0,390,82,20,12,Low,Happy,2,83.0,3.0
1803,50.0,,,376.0,12.0,91,79,127,31,severe,,9,41.0,8.0
1870,13.0,male,Snapchat,501.0,11.0,90,60,97,83,Severe,DEPRESSED,8,20.0,9.0
1051,26.0,Non-Binary,TikTok,18.0,2.0,97,34,102,6,low,Motivated,3,93.0,2.0
1354,30.0,MALE,INSTAGRAM,66.0,4.0,486,56,38,73,Moderate,Calm,4,66.0,4.0
1946,20.0,M,Pinterest,693.0,20.0,35,79,132,94,Severe,Anxious,9,41.0,8.0
1143,51.0,FEMALE,YouTube,43.0,2.0,381,55,116,104,low,Happy,3,81.0,2.0
1471,23.0,female,TikTok,69.0,7.0,429,50,130,32,MODERATE,Calm,5,79.0,4.0
1400,54.0,  Male  ,  Instagram  ,133.0,4.0,296,42,75,36,MODERATE,NEUTRAL,3,61.0,3.0
1717,58.0,Male,YOUTUBE,171.0,8.0,362,75,16,17,HIGH,ANXIOUS,8,58.0,7.0
1321,20.0,Non-Binary,YOUTUBE,78.0,1.0,495,98,43,68,Moderate,Neutral,5,65.0,3.0
1020,18.0,Non-Binary,FACEBOOK,34.0,2.0,327,23,105,30,Low,Happy,1,86.0,1.0
1827,32.0,Female,Pinterest,375.0,12.0,418,92,78,38,Severe,Stressed,8,22.0,8.0
1807,51.0,MALE,Snapchat,410.0,24.0,63,52,71,99,SEVERE,Anxious,8,24.0,8.0
1826,15.0,FEMALE,Instagram,387.0,10.0,471,79,118,15,Severe,Anxious,9,32.0,8.0
1408,57.0,male,Pinterest,67.0,4.0,139,60,92,20,Moderate,Neutral,4,63.0,4.0
1538,35.0,Female,Twitter,182.0,7.0,280,4,132,14,High,Envious,7,54.0,7.0
1636,47.0,NON-BINARY,Facebook,172.0,15.0,234,39,83,63,HIGH,Anxious,7,53.0,7.0
1039,32.0,MALE,Twitter,59.0,1.0,475,33,121,90,LOW,Calm,1,95.0,3.0
1176,39.0,Female,Twitter,17.0,2.0,57,36,135,67,Low,Inspired,3,83.0,3.0
1246,59.0,NON-BINARY,Facebook,47.0,0.0,160,4,25,67,LOW,Happy,2,89.0,1.0
1846,25.0,Non-Binary,Twitter,692.0,29.0,202,92,120,69,Severe,Depressed,8,43.0,9.0
1683,16.0,male,Instagram,259.0,16.0,229,55,142,41,High,Anxious,7,40.0,6.0
1771,56.0,female,instagram,517.0,14.0,385,89,30,117,severe,Stressed,8,23.0,9.0
1969,43.0,female,Snapchat,503.0,13.0,331,1,102,58,severe,Depressed,8,21.0,9.0
1155,17.0,MALE,INSTAGRAM,47.0,1.0,470,46,19,8,low,Inspired,3,97.0,3.0
1288,59.0,Male,TikTok,95.0,7.0,210,45,82,88,MODERATE,Bored,5,73.0,5.0
1618,,male,YouTube,,,105,4,112,16,High,ANXIOUS,8,,
1570,25.0,,,197.0,16.0,182,92,144,115,High,,7,46.0,8.0
1760,14.0,Female,Facebook,447.0,23.0,430,93,144,45,severe,DEPRESSED,9,27.0,9.0
1018,13.0,MALE,instagram,11.0,2.0,114,45,1,28,low,Inspired,1,92.0,1.0
1128,14.0,Non-Binary,instagram,21.0,0.0,223,28,38,43,Low,Motivated,2,96.0,2.0
1323,27.0,NON-BINARY,TikTok,92.0,3.0,257,86,106,48,moderate,NEUTRAL,4,79.0,3.0
1256,13.0,M,Snapchat,94.0,7.0,223,23,9,38,Moderate,Bored,4,55.0,4.0
1689,56.0,Male,Facebook,169.0,12.0,223,67,7,13,High,ANXIOUS,8,48.0,8.0
1985,22.0,NON-BINARY,Instagram,655.0,28.0,366,92,23,111,SEVERE,Stressed,9,30.0,8.0
1191,56.0,NON-BINARY,LinkedIn,13.0,1.0,91,38,80,33,LOW,Calm,3,70.0,2.0
1116,41.0,Female,Facebook,17.0,1.0,81,24,115,5,LOW,Inspired,2,86.0,3.0
1632,14.0,Male,YouTube,214.0,6.0,217,58,109,10,HIGH,ANXIOUS,8,42.0,8.0
1607,27.0,NON-BINARY,YouTube,274.0,7.0,182,48,60,42,HIGH,ANXIOUS,8,48.0,7.0
1181,16.0,male,Pinterest,-10.0,0.0,181,71,123,43,Low,Inspired,1,98.0,2.0
1302,17.0,Female,Snapchat,141.0,6.0,2,62,65,55,MODERATE,Bored,3,77.0,5.0
1941,46.0,Non-Binary,Twitter,623.0,25.0,316,68,126,57,severe,Anxious,9,31.0,9.0
1729,45.0,Male,LinkedIn,165.0,15.0,356,84,86,102,HIGH,Stressed,6,56.0,8.0
1740,20.0,F,FACEBOOK,274.0,15.0,167,88,45,63,High,Anxious,7,50.0,8.0
1980,38.0,,,692.0,10.0,257,18,122,44,Severe,,8,39.0,9.0
1788,50.0,Female,Facebook,486.0,17.0,233,11,127,117,Severe,DEPRESSED,8,21.0,8.0
1518,27.0,M,Twitter,178.0,6.0,417,2,110,86,High,Stressed,6,55.0,7.0
1280,13.0,female,instagram,70.0,6.0,320,73,107,100,MODERATE,Neutral,3,57.0,3.0
1046,39.0,Male,LinkedIn,33.0,1.0,389,39,51,99,low,Inspired,1,80.0,2.0
1927,19.0,Female,TIKTOK,392.0,16.0,368,44,4,73,severe,DEPRESSED,9,22.0,8.0
1158,59.0,F,FACEBOOK,32.0,0.0,160,85,139,77,LOW,Happy,1,78.0,1.0
1761,58.0,F,Twitter,414.0,20.0,454,5,99,63,Severe,DEPRESSED,9,27.0,8.0
1172,16.0,Non-Binary,LinkedIn,55.0,0.0,164,45,38,76,Low,Happy,2,96.0,2.0
1017,20.0,female,INSTAGRAM,26.0,1.0,240,98,39,65,low,Calm,2,71.0,3.0
1512,51.0,female,Instagram,197.0,11.0,418,3,22,81,High,Stressed,7,47.0,7.0
1049,33.0,M,FACEBOOK,10.0,0.0,398,87,26,25,low,Inspired,3,83.0,1.0
1992,19.0,male,LinkedIn,541.0,28.0,415,21,57,104,Severe,Anxious,9,42.0,8.0
1858,44.0,Non-Binary,Pinterest,324.0,11.0,125,4,78,95,severe,Anxious,9,26.0,8.0
1516,48.0,F,TikTok,267.0,16.0,468,18,56,43,high,Anxious,6,54.0,8.0
1912,19.0,M,TikTok,351.0,24.0,258,16,114,12,severe,Anxious,8,36.0,8.0
1481,37.0,Male,TIKTOK,124.0,6.0,450,73,12,70,Moderate,Neutral,5,79.0,4.0
1284,53.0,Male,instagram,121.0,5.0,341,46,64,91,MODERATE,Neutral,5,61.0,4.0
1735,55.0,Female,YouTube,235.0,8.0,351,90,63,25,High,Envious,7,52.0,6.0
1670,52.0,  female  ,  Twitter  ,168.0,8.0,489,77,112,110,high,Anxious,7,36.0,6.0
1226,58.0,Female,Facebook,26.0,0.0,242,45,115,62,LOW,Calm,2,76.0,3.0
1027,18.0,female,instagram,14.0,0.0,87,20,56,109,low,Happy,3,71.0,3.0
1799,17.0,MALE,TIKTOK,530.0,11.0,16,32,29,18,Severe,Anxious,9,26.0,8.0
1438,48.0,Female,FACEBOOK,136.0,3.0,186,22,35,93,MODERATE,NEUTRAL,4,56.0,5.0
1970,53.0,Male,YouTube,667.0,17.0,163,99,74,31,SEVERE,Anxious,9,34.0,8.0
1365,57.0,female,Facebook,87.0,3.0,333,87,118,43,moderate,Neutral,3,73.0,3.0
1230,16.0,F,LinkedIn,50.0,0.0,58,40,77,115,low,Inspired,2,75.0,1.0
1038,55.0,M,FACEBOOK,49.0,2.0,164,30,4,42,LOW,Inspired,1,79.0,1.0
1986,48.0,Male,FACEBOOK,612.0,27.0,6,51,128,117,Severe,Anxious,9,31.0,8.0
1375,13.0,NON-BINARY,LinkedIn,90.0,3.0,51,19,2,30,Moderate,Calm,4,65.0,3.0
1470,57.0,female,Facebook,144.0,7.0,341,32,9,93,moderate,Calm,3,76.0,3.0
1988,56.0,male,instagram,393.0,18.0,119,51,45,80,Severe,Depressed,8,30.0,9.0
1868,31.0,female,LinkedIn,341.0,10.0,433,27,19,115,severe,Depressed,9,25.0,8.0
1909,57.0,male,Pinterest,318.0,10.0,446,50,146,31,Severe,Stressed,9,24.0,9.0
1742,,F,Pinterest,,,345,41,135,79,high,ANXIOUS,6,,
1195,54.0,M,YOUTUBE,53.0,1.0,494,52,44,42,low,Motivated,1,75.0,1.0
1935,42.0,NON-BINARY,Twitter,393.0,20.0,10,74,52,49,severe,Stressed,9,33.0,8.0
1882,36.0,Female,YOUTUBE,2000.0,16.0,326,74,26,53,severe,Anxious,9,28.0,9.0
1504,28.0,FEMALE,Instagram,198.0,15.0,192,85,116,97,high,Envious,6,35.0,7.0
1990,42.0,NON-BINARY,TikTok,578.0,17.0,298,78,72,80,Severe,Stressed,8,39.0,8.0
1848,37.0,Female,Facebook,516.0,25.0,451,89,75,8,severe,Depressed,9,28.0,8.0
1580,13.0,M,Snapchat,274.0,12.0,379,56,149,119,HIGH,ANXIOUS,8,57.0,8.0
1989,58.0,male,instagram,502.0,13.0,41,81,137,98,severe,Stressed,8,31.0,8.0
1163,27.0,Non-Binary,instagram,50.0,1.0,444,25,123,110,low,Happy,2,73.0,1.0
1718,53.0,Non-Binary,INSTAGRAM,241.0,10.0,268,65,75,80,High,Anxious,7,49.0,7.0
1153,45.0,Female,instagram,12.0,1.0,242,61,94,11,Low,Calm,1,89.0,2.0
1697,25.0,FEMALE,YouTube,197.0,17.0,135,7,129,67,HIGH,ANXIOUS,8,53.0,6.0
1716,49.0,,,238.0,7.0,139,23,79,13,High,,7,37.0,6.0
1929,25.0,F,Twitter,516.0,27.0,426,97,51,27,Severe,Stressed,9,20.0,9.0
1112,19.0,male,Twitter,53.0,2.0,288,13,19,107,Low,Happy,2,75.0,1.0
1227,23.0,female,instagram,48.0,2.0,255,87,140,75,LOW,Inspired,3,81.0,1.0
1704,34.0,male,LinkedIn,264.0,6.0,406,93,96,56,high,Envious,7,50.0,8.0
1104,59.0,Female,instagram,12.0,0.0,111,30,40,92,Low,Calm,2,89.0,3.0
1422,18.0,MALE,Instagram,149.0,5.0,391,87,89,67,MODERATE,Neutral,3,70.0,3.0
1420,31.0,F,instagram,80.0,4.0,432,70,38,13,MODERATE,NEUTRAL,5,68.0,5.0
1849,25.0,,,558.0,18.0,244,18,80,12,SEVERE,,8,29.0,9.0
1587,15.0,FEMALE,TikTok,9999.0,17.0,226,89,60,9,high,Anxious,6,42.0,8.0
1797,59.0,NON-BINARY,Instagram,645.0,28.0,409,70,60,94,severe,DEPRESSED,8,29.0,8.0
1673,14.0,FEMALE,TikTok,171.0,8.0,312,89,105,78,High,Stressed,7,38.0,6.0
1120,56.0,Female,LinkedIn,5.0,1.0,108,66,100,27,Low,Inspired,2,88.0,2.0
1054,15.0,,,19.0,2.0,318,71,68,93,Low,,1,96.0,1.0
1152,57.0,female,TIKTOK,19.0,0.0,184,79,8,77,Low,Happy,3,75.0,2.0
1404,29.0,NON-BINARY,Pinterest,111.0,7.0,282,23,117,94,moderate,NEUTRAL,4,67.0,5.0
1964,19.0,M,Pinterest,611.0,27.0,361,44,85,105,SEVERE,Stressed,8,22.0,8.0
1208,54.0,  M  ,  LinkedIn  ,18.0,2.0,44,66,36,99,LOW,Calm,1,87.0,3.0
1659,30.0,female,YouTube,170.0,5.0,7,10,38,51,high,Anxious,6,50.0,7.0
1354,30.0,MALE,INSTAGRAM,66.0,4.0,486,56,38,73,Moderate,Calm,4,66.0,4.0
1779,29.0,,,313.0,28.0,451,24,142,72,Severe,,8,29.0,8.0
1009,58.0,FEMALE,FACEBOOK,58.0,1.0,228,33,45,98,LOW,Motivated,1,79.0,2.0
1825,40.0,male,LinkedIn,527.0,18.0,188,48,97,109,SEVERE,Stressed,9,35.0,9.0
1037,44.0,Female,INSTAGRAM,52.0,0.0,308,41,143,56,Low,Inspired,2,85.0,1.0
1453,16.0,Non-Binary,TikTok,88.0,1.0,122,75,60,107,,Bored,3,69.0,5.0
1652,52.0,female,YouTube,161.0,10.0,3,32,112,38,high,Stressed,8,53.0,8.0
1254,52.0,female,YouTube,100.0,3.0,125,99,38,49,Moderate,Neutral,4,72.0,3.0
1304,14.0,Male,FACEBOOK,81.0,3.0,269,14,65,72,MODERATE,NEUTRAL,3,66.0,3.0
1763,18.0,male,YOUTUBE,-10.0,12.0,412,60,123,47,severe,Depressed,8,20.0,9.0
1572,35.0,female,Instagram,173.0,16.0,13,80,117,71,High,Envious,8,46.0,8.0
1624,53.0,male,Twitter,298.0,14.0,93,99,42,104,High,Anxious,6,56.0,8.0
1859,54.0,MALE,instagram,641.0,10.0,198,88,87,66,severe,DEPRESSED,9,21.0,9.0
1759,24.0,,,675.0,27.0,3,16,142,40,SEVERE,,9,41.0,9.0
1263,48.0,F,INSTAGRAM,102.0,7.0,337,81,73,62,moderate,NEUTRAL,3,78.0,3.0
1611,24.0,F,YOUTUBE,201.0,17.0,0,62,139,61,high,ANXIOUS,8,50.0,8.0
1298,48.0,Male,TikTok,87.0,5.0,117,90,29,6,MODERATE,Bored,3,61.0,3.0
1415,54.0,male,Facebook,102.0,5.0,418,43,20,102,MODERATE,Bored,4,58.0,3.0
1151,13.0,  M  ,  LinkedIn  ,36.0,0.0,256,95,4,28,Low,Motivated,1,86.0,1.0
1862,20.0,NON-BINARY,Instagram,340.0,25.0,215,52,40,76,severe,Stressed,9,33.0,9.0
1641,58.0,F,LinkedIn,178.0,9.0,23,43,7,81,high,Anxious,8,35.0,7.0
1907,29.0,,,552.0,23.0,21,56,71,92,Severe,,8,27.0,8.0
1551,26.0,F,instagram,177.0,17.0,195,0,119,58,HIGH,Stressed,6,40.0,7.0
1808,49.0,NON-BINARY,INSTAGRAM,472.0,26.0,365,79,131,48,Severe,Depressed,9,28.0,9.0
1489,29.0,F,YOUTUBE,77.0,6.0,315,22,76,67,MODERATE,NEUTRAL,5,77.0,5.0
1711,51.0,NON-BINARY,TikTok,229.0,17.0,222,14,61,113,HIGH,Anxious,8,37.0,6.0
1148,20.0,male,FACEBOOK,25.0,0.0,276,22,129,17,LOW,Happy,3,99.0,1.0
1147,51.0,Male,Instagram,35.0,2.0,66,80,1,68,low,Motivated,1,90.0,2.0
1737,42.0,  NON-BINARY  ,  YouTube  ,269.0,9.0,187,80,77,49,high,Stressed,8,35.0,7.0
1950,38.0,MALE,TikTok,323.0,28.0,450,8,34,30,SEVERE,Depressed,8,20.0,8.0
1756,36.0,M,LinkedIn,-10.0,14.0,391,68,65,78,Severe,Anxious,9,32.0,8.0
1660,46.0,NON-BINARY,Facebook,179.0,17.0,165,66,103,41,HIGH,Stressed,6,50.0,7.0
1349,30.0,M,Pinterest,67.0,3.0,207,97,118,99,moderate,Bored,4,62.0,5.0
1464,27.0,Female,YouTube,70.0,5.0,121,68,120,57,moderate,Neutral,3,70.0,5.0
1326,35.0,FEMALE,YOUTUBE,117.0,2.0,325,72,47,78,Moderate,Neutral,5,79.0,5.0
1187,35.0,FEMALE,FACEBOOK,42.0,2.0,5,89,98,15,low,Happy,3,75.0,2.0
1124,17.0,Female,TikTok,54.0,0.0,281,48,15,27,Low,Calm,3,90.0,2.0
1871,47.0,Male,Pinterest,635.0,24.0,416,14,2,78,Severe,Anxious,8,37.0,8.0
1609,35.0,M,Pinterest,212.0,15.0,279,21,121,80,HIGH,ANXIOUS,6,59.0,7.0
1144,38.0,Non-Binary,INSTAGRAM,57.0,0.0,355,36,54,73,LOW,Inspired,1,77.0,3.0
1979,39.0,  MALE  ,  Instagram  ,572.0,14.0,288,9,136,38,SEVERE,Anxious,8,43.0,8.0
1198,38.0,Male,YouTube,40.0,1.0,100,34,75,19,Low,Inspired,2,82.0,2.0
1610,49.0,M,YOUTUBE,215.0,10.0,231,38,130,35,HIGH,Stressed,6,49.0,7.0
1280,13.0,female,instagram,70.0,6.0,320,73,107,100,MODERATE,Neutral,3,57.0,3.0
1294,44.0,female,TikTok,118.0,2.0,177,37,86,66,Moderate,Calm,4,59.0,5.0
1401,45.0,Non-Binary,Instagram,140.0,3.0,125,16,6,66,moderate,Bored,4,79.0,5.0
1123,36.0,female,instagram,50.0,0.0,421,69,49,96,low,Inspired,2,90.0,1.0
1184,54.0,Non-Binary,Facebook,46.0,2.0,425,10,58,84,LOW,Inspired,2,77.0,2.0
1203,17.0,Female,TikTok,8.0,0.0,433,49,14,66,Low,Motivated,1,75.0,3.0
1439,18.0,  Female  ,  FACEBOOK  ,120.0,6.0,138,31,101,72,MODERATE,Calm,4,59.0,4.0
1247,44.0,F,Twitter,37.0,2.0,400,42,46,112,LOW,Happy,2,89.0,2.0
1416,38.0,MALE,YOUTUBE,125.0,3.0,88,36,125,65,Moderate,Neutral,5,60.0,3.0
1793,54.0,Non-Binary,Twitter,418.0,19.0,411,98,72,110,SEVERE,Depressed,9,28.0,8.0
1782,32.0,M,YouTube,470.0,16.0,392,48,39,32,severe,Anxious,8,24.0,9.0
1924,50.0,M,Instagram,334.0,18.0,209,90,122,116,severe,Anxious,8,32.0,8.0
1785,16.0,MALE,TikTok,689.0,26.0,82,64,113,102,SEVERE,Depressed,9,37.0,9.0
1905,19.0,Non-Binary,YOUTUBE,683.0,17.0,488,73,14,105,severe,Stressed,8,44.0,9.0
1130,43.0,FEMALE,YOUTUBE,42.0,1.0,94,96,36,90,Low,Inspired,2,86.0,3.0
1638,19.0,male,LinkedIn,199.0,14.0,399,12,12,49,high,Envious,6,42.0,6.0
1403,29.0,FEMALE,TikTok,134.0,3.0,423,42,63,37,MODERATE,Neutral,5,73.0,4.0
1801,13.0,Non-Binary,YouTube,606.0,14.0,455,0,81,101,Severe,Anxious,8,30.0,9.0
1787,15.0,,,536.0,20.0,478,24,64,18,severe,,8,26.0,8.0
1736,56.0,F,YouTube,283.0,8.0,76,45,140,12,High,ANXIOUS,7,46.0,7.0
1931,17.0,,,551.0,12.0,176,91,122,64,Severe,,9,32.0,8.0
1220,58.0,Non-Binary,TIKTOK,18.0,1.0,215,92,106,65,Low,Calm,3,76.0,1.0
1642,16.0,male,TikTok,231.0,5.0,366,19,84,9,HIGH,Envious,6,59.0,6.0
1933,22.0,NON-BINARY,YOUTUBE,496.0,11.0,348,83,124,68,SEVERE,Stressed,9,37.0,8.0
1853,27.0,Female,INSTAGRAM,360.0,20.0,207,27,87,88,severe,DEPRESSED,8,24.0,8.0
1824,26.0,female,TikTok,678.0,26.0,174,4,116,28,Severe,Stressed,9,42.0,8.0
1938,51.0,male,instagram,320.0,16.0,48,72,70,43,SEVERE,DEPRESSED,8,21.0,9.0
1625,17.0,Non-Binary,YOUTUBE,292.0,6.0,172,62,65,22,HIGH,ANXIOUS,8,51.0,7.0
1856,20.0,F,Snapchat,328.0,13.0,488,56,121,74,severe,DEPRESSED,9,34.0,9.0
1951,19.0,F,YouTube,558.0,22.0,454,33,15,98,Severe,Depressed,9,44.0,9.0
1387,53.0,F,YOUTUBE,124.0,3.0,295,8,85,20,Moderate,Calm,5,56.0,3.0
1993,41.0,M,YouTube,516.0,10.0,255,83,2,111,Severe,Stressed,8,36.0,8.0
1510,37.0,Female,TikTok,173.0,6.0,413,69,29,67,high,ANXIOUS,6,52.0,7.0
1268,37.0,F,Instagram,61.0,6.0,33,1,106,41,moderate,Bored,5,55.0,5.0
1837,54.0,female,FACEBOOK,551.0,25.0,56,60,148,87,Severe,DEPRESSED,8,44.0,9.0
1442,57.0,M,YOUTUBE,81.0,4.0,73,7,114,55,moderate,Calm,3,69.0,4.0
1497,21.0,NON-BINARY,Facebook,84.0,5.0,18,86,89,16,Moderate,Neutral,5,57.0,3.0
1113,29.0,Female,instagram,10.0,1.0,325,5,27,92,Low,Motivated,1,70.0,3.0
1692,16.0,  F  ,  instagram  ,175.0,5.0,102,57,123,9,HIGH,Anxious,8,52.0,8.0
1233,30.0,NON-BINARY,instagram,56.0,0.0,311,95,146,82,Low,Calm,3,95.0,2.0
1887,17.0,,,694.0,28.0,397,56,35,75,SEVERE,,8,39.0,9.0
1608,14.0,Female,Facebook,192.0,7.0,447,63,33,72,High,ANXIOUS,6,56.0,7.0
1672,29.0,MALE,Pinterest,159.0,9.0,4,95,19,58,high,Envious,7,59.0,7.0
1374,33.0,FEMALE,Pinterest,60.0,6.0,351,1,24,117,moderate,Neutral,5,66.0,3.0
1516,48.0,F,TikTok,267.0,16.0,468,18,56,43,high,Anxious,6,54.0,8.0
1860,,MALE,TIKTOK,,,49,62,64,42,severe,Stressed,9,,
1234,33.0,Non-Binary,INSTAGRAM,47.0,1.0,303,67,44,19,LOW,Calm,2,77.0,3.0
1802,57.0,male,Pinterest,491.0,13.0,84,34,128,109,SEVERE,Stressed,9,26.0,8.0
1677,26.0,NON-BINARY,YOUTUBE,259.0,15.0,308,84,25,87,high,ANXIOUS,7,55.0,7.0
1318,34.0,Female,Pinterest,98.0,5.0,474,80,142,9,moderate,Bored,4,56.0,3.0
1649,50.0,MALE,INSTAGRAM,197.0,12.0,377,0,67,29,High,Anxious,7,59.0,7.0
1411,51.0,MALE,TIKTOK,102.0,6.0,272,72,82,68,MODERATE,Neutral,3,62.0,3.0
1916,28.0,Female,Snapchat,520.0,21.0,193,15,120,12,Severe,Anxious,8,38.0,9.0
1710,35.0,MALE,Twitter,259.0,15.0,203,89,80,33,HIGH,ANXIOUS,6,51.0,8.0
1359,38.0,female,TikTok,146.0,2.0,404,26,105,94,MODERATE,Bored,3,66.0,5.0
1259,47.0,NON-BINARY,TikTok,135.0,4.0,88,27,106,66,moderate,NEUTRAL,3,58.0,5.0
1745,33.0,male,instagram,208.0,6.0,196,28,59,109,High,Stressed,7,53.0,8.0
1628,18.0,FEMALE,Instagram,200.0,8.0,197,7,118,23,High,Stressed,8,38.0,6.0
1633,34.0,MALE,Snapchat,166.0,11.0,98,46,90,22,High,ANXIOUS,8,50.0,7.0
1283,38.0,NON-BINARY,Snapchat,103.0,1.0,301,72,33,22,moderate,Neutral,5,74.0,5.0
1377,25.0,male,Instagram,74.0,6.0,326,61,26,13,moderate,Bored,4,65.0,4.0
1385,27.0,Female,LinkedIn,82.0,7.0,15,83,123,96,MODERATE,Calm,5,60.0,5.0
1225,27.0,Male,instagram,57.0,2.0,310,17,84,105,LOW,Happy,3,71.0,1.0
1974,,female,Snapchat,,,260,93,15,17,Severe,Depressed,8,,
1966,29.0,Female,instagram,613.0,20.0,76,37,32,118,SEVERE,Depressed,8,32.0,8.0
1473,38.0,Female,instagram,141.0,5.0,289,1,137,57,moderate,Calm,5,66.0,3.0
1348,16.0,Male,LinkedIn,97.0,6.0,267,23,122,88,Moderate,Neutral,3,77.0,4.0
1506,47.0,female,TikTok,223.0,9.0,175,17,14,19,High,Anxious,6,45.0,8.0
1640,25.0,NON-BINARY,FACEBOOK,283.0,5.0,314,89,6,93,high,Anxious,8,46.0,6.0
1764,26.0,M,LinkedIn,519.0,17.0,491,49,32,68,severe,Anxious,9,24.0,9.0
1798,31.0,Female,Pinterest,-30.0,24.0,334,27,106,10,Severe,Anxious,9,38.0,8.0
1947,29.0,M,LinkedIn,374.0,21.0,101,9,134,105,Severe,Stressed,8,20.0,9.0
1923,44.0,female,TikTok,560.0,19.0,34,74,38,34,Severe,Anxious,8,42.0,8.0
1620,49.0,MALE,Twitter,268.0,9.0,331,0,85,67,High,Anxious,8,54.0,7.0
1873,38.0,male,YOUTUBE,662.0,10.0,16,32,131,62,severe,Stressed,8,39.0,8.0
1821,,FEMALE,Twitter,,,324,12,71,102,SEVERE,DEPRESSED,8,,
1646,40.0,Male,YouTube,171.0,10.0,383,84,135,114,High,ANXIOUS,8,35.0,6.0
1864,34.0,F,Pinterest,350.0,17.0,43,9,30,83,severe,DEPRESSED,8,24.0,8.0
1557,16.0,Female,Twitter,219.0,10.0,358,24,70,79,HIGH,Anxious,8,39.0,8.0
1978,22.0,female,Pinterest,343.0,12.0,26,86,16,13,Severe,Stressed,8,37.0,9.0
1578,34.0,F,YouTube,229.0,9.0,88,73,21,53,high,Anxious,6,46.0,8.0
1796,16.0,male,Snapchat,512.0,14.0,299,90,116,31,severe,Depressed,8,42.0,8.0
1086,50.0,female,LinkedIn,20.0,1.0,263,6,119,56,Low,Motivated,2,76.0,2.0
1243,44.0,,,53.0,0.0,294,43,120,107,,,3,91.0,2.0
1699,51.0,F,Pinterest,296.0,11.0,434,63,129,100,high,Envious,8,52.0,7.0
1160,51.0,Female,Twitter,55.0,2.0,310,22,108,11,low,Inspired,2,93.0,1.0
1525,31.0,M,YouTube,197.0,12.0,221,6,81,17,High,Envious,6,37.0,7.0
1036,15.0,Female,LinkedIn,44.0,0.0,265,79,107,61,low,Happy,2,94.0,1.0
